date,sales_accuracy,customer_accuracy,actual_sales,predicted_sales,actual_customers,predicted_customers
2024-11-20,82.05444941398454,68.69282862664755,81563.54999999999,96200.58,321.0,421.4960201084614
2024-11-21,73.39728033773471,69.28752931869693,68188.43,50048.453,288.0,376.45191556215286
2024-11-22,67.3937990510932,94.4707022098604,66518.65,44829.445,279.0,294.42674083448946
2024-11-23,32.110946822374515,73.00514274238083,104910.57,33687.777,409.0,298.5910338163376
2024-11-24,92.83255928283889,72.3680446442488,73867.92,79162.36,302.0,385.4485051743686
2024-11-25,58.31154563370454,94.85176313100695,63026.770000000004,89301.66,269.0,282.8487571775913
2024-11-26,77.81483981804003,83.73553893496764,72079.59,88070.56,290.0,337.16693708859384
2024-11-27,91.04412900786976,64.57789480131503,62735.009999999995,68353.48,272.0,368.3481261404231
2024-11-28,74.21379701225646,93.86892582882534,74008.36,54924.414,308.0,289.11629155278206
2024-11-29,94.89108947445253,72.10916497099858,66106.29999999999,62728.99,273.0,349.1419796291739
2024-11-30,37.767065306536374,49.80987275261843,97276.70999999999,36738.56,407.0,202.72618210315704
2024-12-01,62.40267465201932,78.90214286272554,88185.20999999999,55029.93,365.0,287.99282144894823
2024-12-02,88.05901755798789,74.6074731469037,68756.17,60546.008,254.0,318.4970182068646
2024-12-03,94.98195367195471,68.97803381794975,56548.9,53711.25,231.0,302.6607418805361
2024-12-04,71.72603085357699,81.05362831772148,73163.64,52477.375,308.0,366.35482478141785
2024-12-05,59.763071798139684,71.63058675496893,64034.18,38268.793,272.0,349.1648040264845
2024-12-06,53.809873773809855,92.85743847285231,86175.45999999999,46370.906,365.0,391.07034957408905
2024-12-07,64.67278306685294,88.03902037570931,86898.2,56199.484,346.0,304.6150104999542
2024-12-08,66.7144423820873,77.53769689657557,90884.41,60633.027,381.0,295.4186251759529
2024-12-09,87.48820429143574,65.30949202038951,62154.49,69931.13,296.0,398.683903619647
2024-12-10,79.75322166388489,79.88408362674794,72932.81,58166.266,297.0,237.25572837144136
2024-12-11,73.0045680054678,81.88613347305233,79066.51000000001,57722.164,332.0,271.8619631305337
2024-12-12,69.48431006399035,98.35914467865567,61690.54000000001,42865.246,265.0,260.6517333984375
2024-12-13,81.87071838148611,86.70897255870617,78727.53,93000.266,319.0,276.60162246227264
2024-12-14,90.64643936114746,71.6039296743032,100518.97,91116.87,444.0,317.92144775390625
2024-12-15,74.85068169323428,86.33606847366104,95094.46,71178.85,391.0,337.57402773201466
2024-12-16,93.00084255094937,99.98370799135536,78535.31,73038.5,343.0,342.9441184103489
2024-12-17,87.7194362313413,94.68464373676166,75888.22,66568.72,314.0,297.3097813334316
2024-12-18,39.80054326002897,67.75317459534376,94285.42,37526.11,390.0,264.23738092184067
2024-12-19,64.65163181998969,88.42467171778469,76358.07,49366.74,318.0,354.8095439374447
2024-12-20,72.9855473187196,92.2466571132342,89856.51,65582.266,378.0,348.6923638880253
2024-12-21,84.79761460663961,85.00432308287697,82202.48,69705.74,329.0,378.3357770573348
2024-12-22,75.48168382901011,71.39983962747522,101344.94,76496.87,401.0,286.3133569061756
2024-12-23,27.799871765093542,98.23137062673385,79175.01,136339.47,325.0,330.748045463115
2024-12-24,96.59054970195932,98.07417317794237,89838.41,86775.414,346.0,352.6633608043194
2024-12-25,75.37908553987847,72.93777728084264,101453.85,76474.984,424.0,309.2561756707728
2024-12-26,79.80874779244786,42.05706074382319,73288.19,58490.387,297.0,469.0905295908451
2024-12-27,37.17856445747121,80.21881014337907,81900.62999999999,30449.479,325.0,260.71113296598196
2024-12-28,62.97412435310883,69.01641329803036,83331.25,52477.125,354.0,463.68189692497253
